"","state","date","actuals.newCases","actuals.newDeaths","metrics.vaccinationsInitiatedRatio","metrics.vaccinationsCompletedRatio","metrics.caseDensity","population"
"1","AK","2020-03-01",NA,NA,NA,NA,0,731545
"2","AK","2020-03-02",NA,NA,NA,NA,0,731545
"3","AK","2020-03-03",NA,NA,NA,NA,0,731545
"4","AK","2020-03-04",NA,NA,NA,NA,0,731545
"5","AK","2020-03-05",NA,NA,NA,NA,0,731545
"6","AK","2020-03-06",NA,NA,NA,NA,0,731545
"7","AK","2020-03-07",NA,NA,NA,NA,0,731545
"8","AK","2020-03-08",NA,NA,NA,NA,0,731545
"9","AK","2020-03-09",NA,NA,NA,NA,0,731545
"10","AK","2020-03-10",NA,NA,NA,NA,0,731545
"11","AK","2020-03-11",NA,NA,NA,NA,0,731545
"12","AK","2020-03-12",NA,NA,NA,NA,0,731545
"13","AK","2020-03-13",0,0,NA,NA,0,731545
"14","AK","2020-03-14",0,0,NA,NA,0,731545
"15","AK","2020-03-15",0,0,NA,NA,0,731545
"16","AK","2020-03-16",2,0,NA,NA,0,731545
"17","AK","2020-03-17",3,0,NA,NA,0.1,731545
"18","AK","2020-03-18",3,0,NA,NA,0.2,731545
"19","AK","2020-03-19",3,0,NA,NA,0.2,731545
"20","AK","2020-03-20",2,0,NA,NA,0.3,731545
"21","AK","2020-03-21",7,0,NA,NA,0.4,731545
"22","AK","2020-03-22",1,0,NA,NA,0.4,731545
"23","AK","2020-03-23",14,0,NA,NA,0.6,731545
"24","AK","2020-03-24",6,0,NA,NA,0.7,731545
"25","AK","2020-03-25",17,0,NA,NA,1,731545
"26","AK","2020-03-26",10,0,NA,NA,1.1,731545
"27","AK","2020-03-27",16,1,NA,NA,1.4,731545
"28","AK","2020-03-28",17,0,NA,NA,1.6,731545
"29","AK","2020-03-29",12,1,NA,NA,1.8,731545
"30","AK","2020-03-30",6,0,NA,NA,1.6,731545
"31","AK","2020-03-31",13,0,NA,NA,1.8,731545
"32","AK","2020-04-01",10,0,NA,NA,1.6,731545
"33","AK","2020-04-02",3,0,NA,NA,1.5,731545
"34","AK","2020-04-03",10,0,NA,NA,1.4,731545
"35","AK","2020-04-04",13,1,NA,NA,1.3,731545
"36","AK","2020-04-05",14,1,NA,NA,1.3,731545
"37","AK","2020-04-06",6,0,NA,NA,1.3,731545
"38","AK","2020-04-07",22,0,NA,NA,1.5,731545
"39","AK","2020-04-08",13,1,NA,NA,1.6,731545
"40","AK","2020-04-09",9,0,NA,NA,1.7,731545
"41","AK","2020-04-10",11,0,NA,NA,1.7,731545
"42","AK","2020-04-11",11,1,NA,NA,1.7,731545
"43","AK","2020-04-12",15,0,NA,NA,1.7,731545
"44","AK","2020-04-13",5,0,NA,NA,1.7,731545
"45","AK","2020-04-14",8,1,NA,NA,1.4,731545
"46","AK","2020-04-15",8,0,NA,NA,1.3,731545
"47","AK","2020-04-16",7,0,NA,NA,1.3,731545
"48","AK","2020-04-17",9,0,NA,NA,1.2,731545
"49","AK","2020-04-18",5,0,NA,NA,1.1,731545
"50","AK","2020-04-19",5,0,NA,NA,0.9,731545
"51","AK","2020-04-20",2,0,NA,NA,0.9,731545
"52","AK","2020-04-21",8,0,NA,NA,0.9,731545
"53","AK","2020-04-22",6,0,NA,NA,0.8,731545
"54","AK","2020-04-23",2,0,NA,NA,0.7,731545
"55","AK","2020-04-24",2,0,NA,NA,0.6,731545
"56","AK","2020-04-25",0,0,NA,NA,0.5,731545
"57","AK","2020-04-26",2,0,NA,NA,0.4,731545
"58","AK","2020-04-27",4,0,NA,NA,0.5,731545
"59","AK","2020-04-28",6,0,NA,NA,0.4,731545
"60","AK","2020-04-29",4,0,NA,NA,0.4,731545
"61","AK","2020-04-30",0,0,NA,NA,0.4,731545
"62","AK","2020-05-01",9,0,NA,NA,0.5,731545
"63","AK","2020-05-02",1,0,NA,NA,0.5,731545
"64","AK","2020-05-03",3,0,NA,NA,0.5,731545
"65","AK","2020-05-04",2,0,NA,NA,0.5,731545
"66","AK","2020-05-05",1,0,NA,NA,0.4,731545
"67","AK","2020-05-06",1,1,NA,NA,0.3,731545
"68","AK","2020-05-07",3,0,NA,NA,0.4,731545
"69","AK","2020-05-08",3,0,NA,NA,0.3,731545
"70","AK","2020-05-09",1,0,NA,NA,0.3,731545
"71","AK","2020-05-10",1,0,NA,NA,0.2,731545
"72","AK","2020-05-11",2,0,NA,NA,0.2,731545
"73","AK","2020-05-12",3,0,NA,NA,0.3,731545
"74","AK","2020-05-13",0,0,NA,NA,0.3,731545
"75","AK","2020-05-14",4,0,NA,NA,0.3,731545
"76","AK","2020-05-15",1,0,NA,NA,0.2,731545
"77","AK","2020-05-16",4,0,NA,NA,0.3,731545
"78","AK","2020-05-17",4,0,NA,NA,0.4,731545
"79","AK","2020-05-18",3,0,NA,NA,0.4,731545
"80","AK","2020-05-19",0,0,NA,NA,0.3,731545
"81","AK","2020-05-20",3,0,NA,NA,0.4,731545
"82","AK","2020-05-21",0,0,NA,NA,0.3,731545
"83","AK","2020-05-22",2,0,NA,NA,0.3,731545
"84","AK","2020-05-23",5,0,NA,NA,0.3,731545
"85","AK","2020-05-24",0,0,NA,NA,0.3,731545
"86","AK","2020-05-25",3,0,NA,NA,0.3,731545
"87","AK","2020-05-26",4,0,NA,NA,0.3,731545
"88","AK","2020-05-27",1,0,NA,NA,0.3,731545
"89","AK","2020-05-28",13,0,NA,NA,0.5,731545
"90","AK","2020-05-29",6,0,NA,NA,0.6,731545
"91","AK","2020-05-30",5,0,NA,NA,0.6,731545
"92","AK","2020-05-31",28,0,NA,NA,1.2,731545
"93","AK","2020-06-01",7,0,NA,NA,1.2,731545
"94","AK","2020-06-02",21,0,NA,NA,1.6,731545
"95","AK","2020-06-03",19,0,NA,NA,1.9,731545
"96","AK","2020-06-04",26,0,NA,NA,2.2,731545
"97","AK","2020-06-05",23,0,NA,NA,2.5,731545
"98","AK","2020-06-06",14,0,NA,NA,2.7,731545
"99","AK","2020-06-07",9,0,NA,NA,2.3,731545
"100","AK","2020-06-08",19,0,NA,NA,2.6,731545
"101","AK","2020-06-09",13,1,NA,NA,2.4,731545
"102","AK","2020-06-10",22,0,NA,NA,2.5,731545
"103","AK","2020-06-11",24,0,NA,NA,2.4,731545
"104","AK","2020-06-12",22,1,NA,NA,2.4,731545
"105","AK","2020-06-13",34,0,NA,NA,2.8,731545
"106","AK","2020-06-14",12,0,NA,NA,2.9,731545
"107","AK","2020-06-15",4,0,NA,NA,2.6,731545
"108","AK","2020-06-16",13,0,NA,NA,2.6,731545
"109","AK","2020-06-17",25,0,NA,NA,2.6,731545
"110","AK","2020-06-18",19,0,NA,NA,2.5,731545
"111","AK","2020-06-19",26,0,NA,NA,2.6,731545
"112","AK","2020-06-20",24,0,NA,NA,2.4,731545
"113","AK","2020-06-21",14,0,NA,NA,2.4,731545
"114","AK","2020-06-22",10,0,NA,NA,2.6,731545
"115","AK","2020-06-23",36,0,NA,NA,3,731545
"116","AK","2020-06-24",21,0,NA,NA,2.9,731545
"117","AK","2020-06-25",45,0,NA,NA,3.4,731545
"118","AK","2020-06-26",30,2,NA,NA,3.5,731545
"119","AK","2020-06-27",26,0,NA,NA,3.6,731545
"120","AK","2020-06-28",33,0,NA,NA,3.9,731545
"121","AK","2020-06-29",25,0,NA,NA,4.2,731545
"122","AK","2020-06-30",47,0,NA,NA,4.4,731545
"123","AK","2020-07-01",42,0,NA,NA,4.8,731545
"124","AK","2020-07-02",50,0,NA,NA,4.9,731545
"125","AK","2020-07-03",60,1,NA,NA,5.5,731545
"126","AK","2020-07-04",55,1,NA,NA,6.1,731545
"127","AK","2020-07-05",32,0,NA,NA,6.1,731545
"128","AK","2020-07-06",30,0,NA,NA,6.2,731545
"129","AK","2020-07-07",22,1,NA,NA,5.7,731545
"130","AK","2020-07-08",49,0,NA,NA,5.8,731545
"131","AK","2020-07-09",49,0,NA,NA,5.8,731545
"132","AK","2020-07-10",58,0,NA,NA,5.8,731545
"133","AK","2020-07-11",77,0,NA,NA,6.2,731545
"134","AK","2020-07-12",116,0,NA,NA,7.8,731545
"135","AK","2020-07-13",71,0,NA,NA,8.6,731545
"136","AK","2020-07-14",54,0,NA,NA,9.3,731545
"137","AK","2020-07-15",61,0,NA,NA,9.5,731545
"138","AK","2020-07-16",76,0,NA,NA,10,731545
"139","AK","2020-07-17",49,0,NA,NA,9.8,731545
"140","AK","2020-07-18",74,1,NA,NA,9.8,731545
"141","AK","2020-07-19",118,0,NA,NA,9.8,731545
"142","AK","2020-07-20",137,0,NA,NA,11.1,731545
"143","AK","2020-07-21",111,0,NA,NA,12.2,731545
"144","AK","2020-07-22",94,1,NA,NA,12.9,731545
"145","AK","2020-07-23",65,0,NA,NA,12.7,731545
"146","AK","2020-07-24",64,0,NA,NA,12.9,731545
"147","AK","2020-07-25",120,1,NA,NA,13.8,731545
"148","AK","2020-07-26",234,0,NA,NA,16.1,731545
"149","AK","2020-07-27",104,1,NA,NA,15.5,731545
"150","AK","2020-07-28",144,1,NA,NA,16.1,731545
"151","AK","2020-07-29",92,0,NA,NA,16.1,731545
"152","AK","2020-07-30",117,1,NA,NA,17.1,731545
"153","AK","2020-07-31",118,0,NA,NA,18.1,731545
"154","AK","2020-08-01",150,1,NA,NA,18.7,731545
"155","AK","2020-08-02",157,0,NA,NA,17.2,731545
"156","AK","2020-08-03",80,1,NA,NA,16.8,731545
"157","AK","2020-08-04",61,0,NA,NA,15.1,731545
"158","AK","2020-08-05",58,0,NA,NA,14.5,731545
"159","AK","2020-08-06",40,0,NA,NA,13,731545
"160","AK","2020-08-07",65,0,NA,NA,11.9,731545
"161","AK","2020-08-08",85,1,NA,NA,10.7,731545
"162","AK","2020-08-09",100,0,NA,NA,9.5,731545
"163","AK","2020-08-10",66,0,NA,NA,9.3,731545
"164","AK","2020-08-11",50,0,NA,NA,9.1,731545
"165","AK","2020-08-12",66,1,NA,NA,9.2,731545
"166","AK","2020-08-13",95,0,NA,NA,10.3,731545
"167","AK","2020-08-14",119,0,NA,NA,11.3,731545
"168","AK","2020-08-15",85,1,NA,NA,11.3,731545
"169","AK","2020-08-16",106,0,NA,NA,11.5,731545
"170","AK","2020-08-17",50,0,NA,NA,11.2,731545
"171","AK","2020-08-18",67,1,NA,NA,11.5,731545
"172","AK","2020-08-19",70,0,NA,NA,11.6,731545
"173","AK","2020-08-20",85,0,NA,NA,11.4,731545
"174","AK","2020-08-21",71,1,NA,NA,10.4,731545
"175","AK","2020-08-22",91,1,NA,NA,10.5,731545
"176","AK","2020-08-23",64,1,NA,NA,9.7,731545
"177","AK","2020-08-24",70,0,NA,NA,10.1,731545
"178","AK","2020-08-25",NA,3,NA,NA,NA,731545
"179","AK","2020-08-26",50,1,NA,NA,9.8,731545
"180","AK","2020-08-27",81,0,NA,NA,9.7,731545
"181","AK","2020-08-28",122,0,NA,NA,10.9,731545
"182","AK","2020-08-29",111,0,NA,NA,11.3,731545
"183","AK","2020-08-30",51,0,NA,NA,11,731545
"184","AK","2020-08-31",39,0,NA,NA,10.3,731545
"185","AK","2020-09-01",34,2,NA,NA,9.5,731545
"186","AK","2020-09-02",72,0,NA,NA,10,731545
"187","AK","2020-09-03",106,1,NA,NA,10.4,731545
"188","AK","2020-09-04",129,0,NA,NA,10.6,731545
"189","AK","2020-09-05",98,2,NA,NA,10.3,731545
"190","AK","2020-09-06",89,0,NA,NA,11.1,731545
"191","AK","2020-09-07",34,0,NA,NA,11,731545
"192","AK","2020-09-08",33,0,NA,NA,11,731545
"193","AK","2020-09-09",65,0,NA,NA,10.8,731545
"194","AK","2020-09-10",125,0,NA,NA,11.2,731545
"195","AK","2020-09-11",108,1,NA,NA,10.8,731545
"196","AK","2020-09-12",106,1,NA,NA,10.9,731545
"197","AK","2020-09-13",62,0,NA,NA,10.4,731545
"198","AK","2020-09-14",77,0,NA,NA,11.2,731545
"199","AK","2020-09-15",43,0,NA,NA,11.4,731545
"200","AK","2020-09-16",52,0,NA,NA,11.2,731545
"201","AK","2020-09-17",105,0,NA,NA,10.8,731545
"202","AK","2020-09-18",115,1,NA,NA,10.9,731545
"203","AK","2020-09-19",85,0,NA,NA,10.5,731545
"204","AK","2020-09-20",91,0,NA,NA,11.1,731545
"205","AK","2020-09-21",71,0,NA,NA,11,731545
"206","AK","2020-09-22",46,0,NA,NA,11,731545
"207","AK","2020-09-23",54,0,NA,NA,11.1,731545
"208","AK","2020-09-24",140,1,NA,NA,11.8,731545
"209","AK","2020-09-25",118,5,NA,NA,11.8,731545
"210","AK","2020-09-26",111,0,NA,NA,12.3,731545
"211","AK","2020-09-27",115,4,NA,NA,12.8,731545
"212","AK","2020-09-28",118,0,NA,NA,13.7,731545
"213","AK","2020-09-29",125,0,NA,NA,15.3,731545
"214","AK","2020-09-30",105,0,NA,NA,16.2,731545
"215","AK","2020-10-01",131,1,NA,NA,16.1,731545
"216","AK","2020-10-02",126,0,NA,NA,16.2,731545
"217","AK","2020-10-03",147,1,NA,NA,16.9,731545
"218","AK","2020-10-04",189,0,NA,NA,18.4,731545
"219","AK","2020-10-05",211,0,NA,NA,20.2,731545
"220","AK","2020-10-06",145,0,NA,NA,20.6,731545
"221","AK","2020-10-07",128,1,NA,NA,21,731545
"222","AK","2020-10-08",135,1,NA,NA,21.1,731545
"223","AK","2020-10-09",180,0,NA,NA,22.2,731545
"224","AK","2020-10-10",251,0,NA,NA,24.2,731545
"225","AK","2020-10-11",258,0,NA,NA,25.5,731545
"226","AK","2020-10-12",197,0,NA,NA,25.3,731545
"227","AK","2020-10-13",155,0,NA,NA,25.5,731545
"228","AK","2020-10-14",143,4,NA,NA,25.8,731545
"229","AK","2020-10-15",165,1,NA,NA,26.3,731545
"230","AK","2020-10-16",228,1,NA,NA,27.3,731545
"231","AK","2020-10-17",214,1,NA,NA,26.6,731545
"232","AK","2020-10-18",224,0,NA,NA,25.9,731545
"233","AK","2020-10-19",204,0,NA,NA,26,731545
"234","AK","2020-10-20",211,0,NA,NA,27.1,731545
"235","AK","2020-10-21",210,1,NA,NA,28.4,731545
"236","AK","2020-10-22",231,0,NA,NA,29.7,731545
"237","AK","2020-10-23",277,0,NA,NA,30.7,731545
"238","AK","2020-10-24",372,0,NA,NA,33.8,731545
"239","AK","2020-10-25",529,0,NA,NA,39.7,731545
"240","AK","2020-10-26",348,0,NA,NA,42.5,731545
"241","AK","2020-10-27",383,2,NA,NA,45.9,731545
"242","AK","2020-10-28",354,1,NA,NA,48.7,731545
"243","AK","2020-10-29",364,5,NA,NA,51.3,731545
"244","AK","2020-10-30",386,4,NA,NA,53.4,731545
"245","AK","2020-10-31",444,1,NA,NA,54.8,731545
"246","AK","2020-11-01",350,1,NA,NA,51.3,731545
"247","AK","2020-11-02",351,1,NA,NA,51.4,731545
"248","AK","2020-11-03",391,0,NA,NA,51.6,731545
"249","AK","2020-11-04",411,0,NA,NA,52.7,731545
"250","AK","2020-11-05",314,0,NA,NA,51.7,731545
"251","AK","2020-11-06",525,0,NA,NA,54.4,731545
"252","AK","2020-11-07",605,0,NA,NA,57.5,731545
"253","AK","2020-11-08",518,0,NA,NA,60.8,731545
"254","AK","2020-11-09",473,0,NA,NA,63.2,731545
"255","AK","2020-11-10",530,8,NA,NA,65.9,731545
"256","AK","2020-11-11",496,3,NA,NA,67.6,731545
"257","AK","2020-11-12",478,0,NA,NA,70.8,731545
"258","AK","2020-11-13",593,1,NA,NA,72.1,731545
"259","AK","2020-11-14",747,1,NA,NA,74.9,731545
"260","AK","2020-11-15",659,0,NA,NA,77.6,731545
"261","AK","2020-11-16",580,0,NA,NA,79.7,731545
"262","AK","2020-11-17",641,2,NA,NA,81.9,731545
"263","AK","2020-11-18",545,0,NA,NA,82.9,731545
"264","AK","2020-11-19",492,1,NA,NA,83.1,731545
"265","AK","2020-11-20",457,0,NA,NA,80.5,731545
"266","AK","2020-11-21",676,0,NA,NA,79.1,731545
"267","AK","2020-11-22",550,2,NA,NA,77,731545
"268","AK","2020-11-23",499,0,NA,NA,75.4,731545
"269","AK","2020-11-24",580,13,NA,NA,74.2,731545
"270","AK","2020-11-25",678,0,NA,NA,76.8,731545
"271","AK","2020-11-26",554,3,NA,NA,78,731545
"272","AK","2020-11-27",672,0,NA,NA,82.2,731545
"273","AK","2020-11-28",667,2,NA,NA,82,731545
"274","AK","2020-11-29",617,0,NA,NA,83.3,731545
"275","AK","2020-11-30",511,0,NA,NA,83.6,731545
"276","AK","2020-12-01",504,1,NA,NA,82.1,731545
"277","AK","2020-12-02",703,0,NA,NA,82.6,731545
"278","AK","2020-12-03",763,8,NA,NA,86.6,731545
"279","AK","2020-12-04",761,11,NA,NA,88.4,731545
"280","AK","2020-12-05",945,1,NA,NA,93.8,731545
"281","AK","2020-12-06",764,0,NA,NA,96.7,731545
"282","AK","2020-12-07",503,3,NA,NA,96.5,731545
"283","AK","2020-12-08",573,0,NA,NA,97.9,731545
"284","AK","2020-12-09",587,4,NA,NA,95.6,731545
"285","AK","2020-12-10",636,5,NA,NA,93.1,731545
"286","AK","2020-12-11",627,3,NA,NA,90.5,731545
"287","AK","2020-12-12",520,18,NA,NA,82.2,731545
"288","AK","2020-12-13",641,0,NA,NA,79.8,731545
"289","AK","2020-12-14",429,0,NA,NA,78.4,731545
"290","AK","2020-12-15",282,3,NA,NA,72.7,731545
"291","AK","2020-12-16",611,2,NA,NA,73.2,731545
"292","AK","2020-12-17",383,2,NA,NA,68.2,731545
"293","AK","2020-12-18",493,0,NA,NA,65.6,731545
"294","AK","2020-12-19",336,1,NA,NA,62,731545
"295","AK","2020-12-20",181,0,NA,NA,53,731545
"296","AK","2020-12-21",152,0,NA,NA,47.6,731545
"297","AK","2020-12-22",440,10,NA,NA,50.7,731545
"298","AK","2020-12-23",361,3,NA,NA,45.8,731545
"299","AK","2020-12-24",274,2,NA,NA,43.7,731545
"300","AK","2020-12-25",0,0,NA,NA,34.1,731545
"301","AK","2020-12-26",371,1,NA,NA,34.7,731545
"302","AK","2020-12-27",300,0,NA,NA,37.1,731545
"303","AK","2020-12-28",127,0,NA,NA,36.6,731545
"304","AK","2020-12-29",182,1,NA,NA,31.5,731545
"305","AK","2020-12-30",385,2,NA,NA,32,731545
"306","AK","2020-12-31",499,3,NA,NA,36.4,731545
"307","AK","2021-01-01",0,0,NA,NA,36.4,731545
"308","AK","2021-01-02",809,9,NA,NA,45,731545
"309","AK","2021-01-03",297,0,NA,NA,44.9,731545
"310","AK","2021-01-04",264,2,NA,NA,47.6,731545
"311","AK","2021-01-05",192,0,NA,NA,47.8,731545
"312","AK","2021-01-06",334,2,NA,NA,46.8,731545
"313","AK","2021-01-07",325,3,NA,NA,43.4,731545
"314","AK","2021-01-08",405,0,NA,NA,51.3,731545
"315","AK","2021-01-09",315,1,NA,NA,41.6,731545
"316","AK","2021-01-10",254,0,NA,NA,40.8,731545
"317","AK","2021-01-11",176,0,NA,NA,39.1,731545
"318","AK","2021-01-12",132,1,NA,NA,37.9,731545
"319","AK","2021-01-13",283,1,NA,NA,36.9,731545
"320","AK","2021-01-14",335,2,0.049,0.01,37.1,731545
"321","AK","2021-01-15",302,1,0.054,0.013,35.1,731545
"322","AK","2021-01-16",184,0,NA,NA,32.5,731545
"323","AK","2021-01-17",283,0,NA,NA,33.1,731545
"324","AK","2021-01-18",155,0,NA,NA,32.7,731545
"325","AK","2021-01-19",129,1,0.076,0.015,32.6,731545
"326","AK","2021-01-20",167,23,0.078,0.015,30.4,731545
"327","AK","2021-01-21",201,1,0.081,0.017,27.7,731545
"328","AK","2021-01-22",290,0,0.092,0.019,27.5,731545
"329","AK","2021-01-23",248,5,0.1,0.021,28.8,731545
"330","AK","2021-01-24",162,0,0.107,0.022,26.4,731545
"331","AK","2021-01-25",79,0,0.11,0.023,24.9,731545
"332","AK","2021-01-26",82,1,0.111,0.023,24,731545
"333","AK","2021-01-27",179,1,0.114,0.025,24.2,731545
"334","AK","2021-01-28",202,1,0.117,0.027,24.3,731545
"335","AK","2021-01-29",181,0,0.121,0.03,22.1,731545
"336","AK","2021-01-30",146,0,0.125,0.032,20.1,731545
"337","AK","2021-01-31",134,0,0.13,0.034,19.6,731545
"338","AK","2021-02-01",106,0,0.132,0.035,20.1,731545
"339","AK","2021-02-02",132,16,0.133,0.036,21.1,731545
"340","AK","2021-02-03",224,0,0.134,0.038,22,731545
"341","AK","2021-02-04",184,0,0.136,0.041,21.6,731545
"342","AK","2021-02-05",249,0,0.138,0.045,22.9,731545
"343","AK","2021-02-06",0,0,0.141,0.049,20.1,731545
"344","AK","2021-02-07",0,0,0.145,0.054,17.5,731545
"345","AK","2021-02-08",494,0,NA,NA,25.1,731545
"346","AK","2021-02-09",126,0,0.152,0.057,24.9,731545
"347","AK","2021-02-10",201,0,0.154,0.06,24.5,731545
"348","AK","2021-02-11",149,0,0.159,0.063,23.8,731545
"349","AK","2021-02-12",158,2,0.162,0.067,22,731545
"350","AK","2021-02-13",0,0,0.167,0.072,22,731545
"351","AK","2021-02-14",0,0,0.173,0.078,22,731545
"352","AK","2021-02-15",0,0,NA,NA,12.4,731545
"353","AK","2021-02-16",496,5,0.177,0.083,19.6,731545
"354","AK","2021-02-17",55,1,0.179,0.085,16.8,731545
"355","AK","2021-02-18",209,0,0.182,0.089,17.9,731545
"356","AK","2021-02-19",211,1,0.197,0.098,19,731545
"357","AK","2021-02-20",0,0,0.203,0.107,19,731545
"358","AK","2021-02-21",0,0,0.208,0.112,19,731545
"359","AK","2021-02-22",337,1,0.21,0.115,25.5,731545
"360","AK","2021-02-23",55,0,0.211,0.116,16.9,731545
"361","AK","2021-02-24",179,0,0.214,0.119,19.4,731545
"362","AK","2021-02-25",185,0,0.217,0.123,18.9,731545
"363","AK","2021-02-26",111,0,0.221,0.126,16.9,731545
"364","AK","2021-02-27",0,0,0.224,0.13,16.9,731545
"365","AK","2021-02-28",0,0,0.228,0.133,16.9,731545
"366","AK","2021-03-01",383,10,0.23,0.137,17.8,731545
"367","AK","2021-03-02",154,1,0.231,0.138,19.8,731545
"368","AK","2021-03-03",191,1,0.233,0.14,20,731545
"369","AK","2021-03-04",148,0,0.236,0.142,19.3,731545
"370","AK","2021-03-05",148,1,0.239,0.146,20,731545
"371","AK","2021-03-06",0,0,0.244,0.15,20,731545
"372","AK","2021-03-07",0,0,0.247,0.156,20,731545
"373","AK","2021-03-08",340,0,0.249,0.158,19.2,731545
"374","AK","2021-03-09",89,0,0.253,0.16,17.9,731545
"375","AK","2021-03-10",152,0,0.257,0.163,17.1,731545
"376","AK","2021-03-11",238,0,0.261,0.167,18.9,731545
"377","AK","2021-03-12",107,1,0.265,0.17,18.1,731545
"378","AK","2021-03-13",0,0,0.27,0.173,18.1,731545
"379","AK","2021-03-14",0,0,0.277,0.179,18.1,731545
"380","AK","2021-03-15",378,0,0.281,0.181,18.8,731545
"381","AK","2021-03-16",103,0,0.282,0.183,19.1,731545
"382","AK","2021-03-17",174,1,0.288,0.186,19.5,731545
"383","AK","2021-03-18",155,3,0.292,0.189,17.9,731545
"384","AK","2021-03-19",77,0,0.296,0.192,17.3,731545
"385","AK","2021-03-20",0,0,0.302,0.196,17.3,731545
"386","AK","2021-03-21",0,0,0.312,0.2,17.3,731545
"387","AK","2021-03-22",351,0,0.315,0.201,16.8,731545
"388","AK","2021-03-23",178,2,0.316,0.201,18.3,731545
"389","AK","2021-03-24",199,0,0.319,0.203,18.7,731545
"390","AK","2021-03-25",147,1,0.323,0.206,18.6,731545
"391","AK","2021-03-26",186,0,0.328,0.21,20.7,731545
"392","AK","2021-03-27",0,0,0.332,0.214,20.7,731545
"393","AK","2021-03-28",0,0,0.335,0.219,20.7,731545
"394","AK","2021-03-29",0,0,0.337,0.22,13.9,731545
"395","AK","2021-03-30",651,0,0.338,0.221,23.1,731545
"396","AK","2021-03-31",164,0,0.34,0.223,22.4,731545
"397","AK","2021-04-01",226,0,0.342,0.226,24,731545
"398","AK","2021-04-02",202,0,0.345,0.229,24.3,731545
"399","AK","2021-04-03",0,0,0.348,0.233,24.3,731545
"400","AK","2021-04-04",0,0,0.352,0.242,24.3,731545
"401","AK","2021-04-05",499,0,0.353,0.245,34,731545
"402","AK","2021-04-06",80,0,0.354,0.245,22.9,731545
"403","AK","2021-04-07",219,0,0.356,0.249,23.9,731545
"404","AK","2021-04-08",228,0,0.36,0.255,24,731545
"405","AK","2021-04-09",246,0,0.363,0.26,24.8,731545
"406","AK","2021-04-10",0,0,0.367,0.266,24.8,731545
"407","AK","2021-04-11",0,0,0.37,0.272,24.8,731545
"408","AK","2021-04-12",396,1,0.372,0.276,22.8,731545
"409","AK","2021-04-13",154,0,0.386,0.304,24.3,731545
"410","AK","2021-04-14",199,0,0.388,0.308,23.9,731545
"411","AK","2021-04-15",193,18,0.388,0.308,23.2,731545
"412","AK","2021-04-16",189,0,0.391,0.312,22.1,731545
"413","AK","2021-04-17",0,0,0.394,0.316,22.1,731545
"414","AK","2021-04-18",0,0,0.397,0.321,22.1,731545
"415","AK","2021-04-19",445,0,0.398,0.322,23,731545
"416","AK","2021-04-20",109,0,0.399,0.324,22.2,731545
"417","AK","2021-04-21",198,0,0.402,0.328,22.1,731545
"418","AK","2021-04-22",228,0,0.406,0.331,22.8,731545
"419","AK","2021-04-23",148,0,0.407,0.335,22,731545
"420","AK","2021-04-24",0,0,0.409,0.337,22,731545
"421","AK","2021-04-25",0,0,0.411,0.34,22,731545
"422","AK","2021-04-26",449,12,0.411,0.34,22.1,731545
"423","AK","2021-04-27",137,0,0.412,0.341,22.7,731545
"424","AK","2021-04-28",186,0,0.413,0.343,22.4,731545
"425","AK","2021-04-29",168,0,0.416,0.349,21.2,731545
"426","AK","2021-04-30",140,0,0.417,0.351,21.1,731545
"427","AK","2021-05-01",0,0,0.421,0.358,21.1,731545
"428","AK","2021-05-02",0,0,0.422,0.36,21.1,731545
"429","AK","2021-05-03",274,1,0.422,0.36,17.7,731545
"430","AK","2021-05-04",92,0,0.422,0.361,16.8,731545
"431","AK","2021-05-05",148,0,0.423,0.362,16.1,731545
"432","AK","2021-05-06",96,1,0.424,0.363,14.6,731545
"433","AK","2021-05-07",116,0,0.426,0.365,14.2,731545
"434","AK","2021-05-08",0,0,0.427,0.367,14.2,731545
"435","AK","2021-05-09",0,0,0.427,0.367,14.2,731545
"436","AK","2021-05-10",235,0,0.429,0.37,13.4,731545
"437","AK","2021-05-11",58,2,0.43,0.371,12.8,731545
"438","AK","2021-05-12",88,2,0.431,0.372,11.6,731545
"439","AK","2021-05-13",80,0,0.432,0.374,11.3,731545
"440","AK","2021-05-14",112,0,0.433,0.375,11.2,731545
"441","AK","2021-05-15",0,0,0.436,0.377,11.2,731545
"442","AK","2021-05-16",0,0,0.438,0.379,11.2,731545
"443","AK","2021-05-17",135,11,0.439,0.379,9.2,731545
"444","AK","2021-05-18",56,4,0.44,0.379,9.2,731545
"445","AK","2021-05-19",98,1,0.443,0.38,9.4,731545
"446","AK","2021-05-20",77,0,0.445,0.382,9.3,731545
"447","AK","2021-05-21",66,0,0.447,0.383,8.4,731545
"448","AK","2021-05-22",0,0,0.45,0.385,8.4,731545
"449","AK","2021-05-23",0,0,0.452,0.386,8.4,731545
"450","AK","2021-05-24",95,0,0.453,0.387,7.7,731545
"451","AK","2021-05-25",52,0,0.453,0.387,7.6,731545
"452","AK","2021-05-26",66,0,0.455,0.388,7,731545
"453","AK","2021-05-27",41,0,0.456,0.389,6.2,731545
"454","AK","2021-05-28",44,0,0.458,0.391,5.8,731545
"455","AK","2021-05-29",0,0,0.46,0.392,5.8,731545
"456","AK","2021-05-30",0,0,0.461,0.393,5.8,731545
"457","AK","2021-05-31",0,0,NA,NA,4,731545
"458","AK","2021-06-01",110,0,0.462,0.394,5.1,731545
